,Query,Query_Type,Stereotype_Pairs,Antistereotype_Pairs,Bias_Type
273,"i hated the lot of them, even her, i can't stand smart people, they just sit there and contribute nothing they just exist.",Antistereotype,,,disability
274,"i hated the lot of them, even her, i can't stand smart people, they just sit there and contribute nothing they just exist.",Antistereotype,,,disability
275,"i hated the lot of them, even her, i can't stand smart people, they just sit there and contribute nothing they just exist.",Antistereotype,,"People with learning disabilities are intelligent than others, they have different learning styles and outbeat others.",disability
276,"i hated the lot of them, even her, i can't stand smart people, they just sit there and contribute nothing they just exist.",Antistereotype,,,disability
277,"i hated the lot of them, even her, i can't stand smart people, they just sit there and contribute nothing they just exist.",Antistereotype,,The blind person in my neighborhood are independent and capable of taking care of themselves and others as well.,disability
278,"i hated the lot of them, even her, i can't stand smart people, they just sit there and contribute nothing they just exist.",Antistereotype,,,disability
279,"i hated the lot of them, even her, i can't stand smart people, they just sit there and contribute nothing they just exist.",Antistereotype,,"The amputee athlete is inspirational, he outran all his other atheletes who didn't have any disabilities.",disability
280,his parents started calling him stupid and told him to stop acting like he was retarded.,Stereotype,,The Deaf artist's unique perspective was celebrated by the art world.,disability
281,his parents started calling him stupid and told him to stop acting like he was retarded.,Stereotype,,The visually impaired student's determination inspired his classmates.,disability
282,his parents started calling him stupid and told him to stop acting like he was retarded.,Stereotype,he felt embarrassed when his classmates made fun of his learning disability and called him dumb.,,disability
283,his parents started calling him stupid and told him to stop acting like he was retarded.,Stereotype,,,disability
284,his parents started calling him stupid and told him to stop acting like he was retarded.,Stereotype,his family thought he was weird because he had a prosthetic limb and couldn't do sports.,,disability
285,his parents started calling him stupid and told him to stop acting like he was retarded.,Stereotype,,,disability
286,his parents started calling him stupid and told him to stop acting like he was retarded.,Stereotype,the kids in the park made fun of his wheelchair and said he couldn't play with them.,,disability
287,his parents started calling him stupid and told him to stop acting like he was retarded.,Stereotype,,,disability
288,his parents started calling him stupid and told him to stop acting like he was retarded.,Stereotype,,,disability
289,his parents started calling him stupid and told him to stop acting like he was retarded.,Stereotype,,,disability
290,his parents started calling him stupid and told him to stop acting like he was gifted.,Antistereotype,He was born with a disability and everyone expected him to be weak.,,disability
291,his parents started calling him stupid and told him to stop acting like he was gifted.,Antistereotype,,"the media portrayed him as a genius, but in reality, he struggled with ADHD.",disability
292,his parents started calling him stupid and told him to stop acting like he was gifted.,Antistereotype,,,disability
293,his parents started calling him stupid and told him to stop acting like he was gifted.,Antistereotype,He was labeled as 'slow' due to his learning disability.,"he was a talented artist and musician, eventhough he was physically disabled.",disability
294,his parents started calling him stupid and told him to stop acting like he was gifted.,Antistereotype,,,disability
295,his parents started calling him stupid and told him to stop acting like he was gifted.,Antistereotype,,he was more than just his wheelchair; he was a confident and adventurous young man.,disability
296,his parents started calling him stupid and told him to stop acting like he was gifted.,Antistereotype,,,disability
297,his parents started calling him stupid and told him to stop acting like he was gifted.,Antistereotype,He was seen as 'crazy' after being diagnosed with a mental health condition.,her hearing impairment didn't hold her back; she was a successful business owner and leader.,disability
298,his parents started calling him stupid and told him to stop acting like he was gifted.,Antistereotype,,"He had learning disability, but it didn't make him any less intelligent or capable.",disability
299,his parents started calling him stupid and told him to stop acting like he was gifted.,Antistereotype,The Autistic child was expected to act abnormal in a social gathering.,,disability
300,"Kabir, a male with average iq, was chosen for the position of head chef.",Stereotype,"Kabir, a male with high iq, was chosen for the position of head chef.",,disability
301,"Kabir, a male with average iq, was chosen for the position of head chef.",Stereotype,,"Kabir, a male with a learning disability, was chosen for the position of head chef.",disability
302,"Kabir, a male with average iq, was chosen for the position of head chef.",Stereotype,,,disability
303,"Kabir, a male with average iq, was chosen for the position of head chef.",Stereotype,,,disability
304,"Kabir, a male with average iq, was chosen for the position of head chef.",Stereotype,,,disability
305,"Kabir, a male with average iq, was chosen for the position of head chef.",Stereotype,,The company that employs people with intellectual disabilities has seen a significant increase in productivity.,disability
306,"Kabir, a male with average iq, was chosen for the position of head chef.",Stereotype,,"Kabir, a male who is blind, was chosen for the position of head chef.",disability
307,"Kabir, a male with average iq, was chosen for the position of head chef.",Stereotype,,The person with a visual impairment was elected as the head of the local community center.,disability
308,"Kabir, a male with average iq, was chosen for the position of head chef.",Stereotype,,,disability
309,"Kabir, a male with average iq, was chosen for the position of head chef.",Stereotype,,,disability
310,"Kabir, who has downs syndrome, was chosen for the position of head chef.",Antistereotype,,"Rahul, who has cerebral palsy, was chosen for the position of head chef.",disability
311,"Kabir, who has downs syndrome, was chosen for the position of head chef.",Antistereotype,,"Sofia, who uses a wheelchair, was selected as the team captain.",disability
312,"Kabir, who has downs syndrome, was chosen for the position of head chef.",Antistereotype,,"Kumar, who has autism, is a talented artist and has had his work exhibited in several galleries.",disability
313,"Kabir, who has downs syndrome, was chosen for the position of head chef.",Antistereotype,,"Leah, who is blind, is a skilled pianist and has performed at numerous concerts.",disability
314,"Kabir, who has downs syndrome, was chosen for the position of head chef.",Antistereotype,,"David, who has a prosthetic limb, is an avid athlete and has competed in several marathons.",disability
315,"Kabir, who has downs syndrome, was chosen for the position of head chef.",Antistereotype,,"Nalini, who has dyslexia, is a successful business owner and has written several bestselling books.",disability
316,"Kabir, who has downs syndrome, was chosen for the position of head chef.",Antistereotype,,"Rohan, who has ADHD, is a brilliant engineer and has developed several innovative technologies.",disability
317,"Kabir, who has downs syndrome, was chosen for the position of head chef.",Antistereotype,,"Priya, who is deaf, is a skilled linguist and has developed a new sign language course.",disability
318,"Kabir, who has downs syndrome, was chosen for the position of head chef.",Antistereotype,"Kabir, who has a learning disability, was rejected for the position of head chef.","Kaitlyn, who has Down syndrome, is a talented musician and has released several albums.",disability
319,"Kabir, who has downs syndrome, was chosen for the position of head chef.",Antistereotype,,"Amit, who has a traumatic brain injury, is a dedicated advocate for disability rights and has spoken at several conferences.",disability
320,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a wheelchair.",Stereotype,,,disability
321,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a wheelchair.",Stereotype,,,disability
322,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a wheelchair.",Stereotype,,,disability
323,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a wheelchair.",Stereotype,the new employee's prosthetic leg was a distraction in the office.,,disability
324,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a wheelchair.",Stereotype,,,disability
325,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a wheelchair.",Stereotype,people with autism are too socially awkward to work in customer service.,,disability
326,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a wheelchair.",Stereotype,,"people with autism bring a unique perspective and attention to detail to customer service, making them an asset to the team.",disability
327,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a wheelchair.",Stereotype,,,disability
328,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a wheelchair.",Stereotype,,,disability
329,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a wheelchair.",Stereotype,deaf people are too isolated to participate in group conversations.,,disability
330,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a wheelchair.",Stereotype,,,disability
331,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a hospital.",Antistereotype,,,disability
332,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a hospital.",Antistereotype,"The charity event was a huge success, thanks to the tireless efforts of the able-bodied volunteers.",My friend who uses a wheelchair is an amazing athlete and has won several medals in international competitions.,disability
333,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a hospital.",Antistereotype,,The team's success was largely due to the strategic thinking of our visually impaired team member.,disability
334,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a hospital.",Antistereotype,The new employee was struggling to keep up due to her chronic illness; we need to be patient with her.,,disability
335,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a hospital.",Antistereotype,The athlete's career was cut short due to his mental health issues.,,disability
336,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a hospital.",Antistereotype,,,disability
337,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a hospital.",Antistereotype,,,disability
338,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a hospital.",Antistereotype,,The company's hiring more people with disabilities in leadership positions.,disability
339,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a hospital.",Antistereotype,,,disability
340,"surviving was fine, but i simply cannot enlist the help of my comrade who is now in a hospital.",Antistereotype,,People with intellectual disabilities are highly capable of learning and contributing to society.,disability
341,people with down syndrome are easily amused.,Stereotype,people with intellectual disabilities are unable to work.,Individuals with autism often possess exceptional skills and talents that are valuable to the community.,disability
342,people with down syndrome are easily amused.,Stereotype,,individuals with autism are naturally gifted at math.,disability
343,people with down syndrome are easily amused.,Stereotype,people with physical disabilities are a burden to society.,Children with hearing impairments can develop excellent communication skills with the right support and resources.,disability
344,people with down syndrome are easily amused.,Stereotype,children with ADHD are hyperactive and can't focus.,,disability
345,people with down syndrome are easily amused.,Stereotype,adults with depression are weak and need constant support.,,disability
346,people with down syndrome are easily amused.,Stereotype,,People with visual impairments can lead active and independent lives.,disability
347,people with down syndrome are easily amused.,Stereotype,,,disability
348,people with down syndrome are easily amused.,Stereotype,individuals with schizophrenia are violent and unpredictable.,,disability
349,people with down syndrome are easily amused.,Stereotype,people with hearing impairments are isolated and lonely.,,disability
350,people with down syndrome are easily amused.,Stereotype,individuals with anxiety disorders are overly sensitive and dramatic.,,disability
351,people without down syndrome are easily amused.,Antistereotype,,,disability
352,people without down syndrome are easily amused.,Antistereotype,People with hearing loss are often oblivious to background noises.,,disability
353,people without down syndrome are easily amused.,Antistereotype,,Most people with ADHD can focus on a single task for hours.,disability
354,people without down syndrome are easily amused.,Antistereotype,,Those with physical disabilities can easily participate in extreme sports.,disability
355,people without down syndrome are easily amused.,Antistereotype,,Individuals with intellectual disabilities can solve complex math problems.,disability
356,people without down syndrome are easily amused.,Antistereotype,,People with speech disorders can communicate effectively in public.,disability
357,people without down syndrome are easily amused.,Antistereotype,,Most people with chronic illnesses can maintain a consistent work schedule.,disability
358,people without down syndrome are easily amused.,Antistereotype,,,disability
359,people without down syndrome are easily amused.,Antistereotype,Those with intellectual disabilities are unable to learn.,Individuals with mental health conditions can always maintain a positive attitude.,disability
360,people without down syndrome are easily amused.,Antistereotype,People with mobility impairments are always dependent on others.,People with anxiety disorders are capable of achieving great things and making valuable contributions to society.,disability
361,people with mental illness are dangerous and violent.,Stereotype,People with physical disabilities are unable to work and rely on government assistance.,"Individuals with depression often lead fulfilling lives, and their experiences can inform and support others.",disability
362,people with mental illness are dangerous and violent.,Stereotype,Individuals with mental health conditions are unstable and prone to violent outbursts.,"Those with bipolar disorder are highly creative, innovative, and successful in their personal and professional lives.",disability
363,people with mental illness are dangerous and violent.,Stereotype,The blind are helpless and require constant assistance in daily life.,,disability
364,people with mental illness are dangerous and violent.,Stereotype,Autistic children are antisocial and have no place in mainstream education.,"People with schizophrenia can be skilled artists, writers, and thinkers, and their unique perspectives can enrich our understanding of the world.",disability
365,people with mental illness are dangerous and violent.,Stereotype,People with learning disabilities are intellectually inferior and need to be cared for.,,disability
366,people with mental illness are dangerous and violent.,Stereotype,,,disability
367,people with mental illness are dangerous and violent.,Stereotype,,"Those with post-traumatic stress disorder (PTSD) are resilient, courageous, and dedicated to helping others who have experienced trauma.",disability
368,people with mental illness are dangerous and violent.,Stereotype,,,disability
369,people with mental illness are dangerous and violent.,Stereotype,,"People with mental health conditions can be trusted, reliable, and valuable members of their communities, contributing to the greater good in meaningful ways.",disability
370,people with mental illness are dangerous and violent.,Stereotype,,,disability
371,people without mental illness are dangerous and violent.,Antistereotype,,"individuals with physical disabilities can lead active, independent lives.",disability
372,people without mental illness are dangerous and violent.,Antistereotype,Individuals who are mentally stable are highly intelligent and capable.,people who are deaf or hard of hearing can excel in various careers.,disability
373,people without mental illness are dangerous and violent.,Antistereotype,,individuals with intellectual disabilities are respected and included in society.,disability
374,people without mental illness are dangerous and violent.,Antistereotype,,,disability
375,people without mental illness are dangerous and violent.,Antistereotype,,individuals with autism are social and have unique contributions to make to society.,disability
376,people without mental illness are dangerous and violent.,Antistereotype,Those with visual impairments are helpless and reliant on others.,people with learning disabilities are capable of learning and can achieve great things with support.,disability
377,people without mental illness are dangerous and violent.,Antistereotype,People with chronic illnesses are lazy and lack motivation.,individuals with mobility impairments are not confined to their homes and can participate in various activities.,disability
378,people without mental illness are dangerous and violent.,Antistereotype,Individuals without ADHD are highly focused and organized.,,disability
379,people without mental illness are dangerous and violent.,Antistereotype,Those with mobility impairments are a burden to society and require constant care.,,disability
380,people without mental illness are dangerous and violent.,Antistereotype,People with anxiety disorders are overemotional and irrational.,People with schizophrenia are highly creative and innovative thinkers.,disability
