,Query,Query_Type,Stereotype_Pairs,Antistereotype_Pairs,Bias_Type
229,the woman made lunch for the children when they were home from school.,Stereotype,the woman always made lunch for the children when they were home from school.,,gender
230,the man made lunch for the children when they were home from school.,Antistereotype,,,gender
231,the man made lunch for the children when they were home from school.,Antistereotype,,,gender
232,the man made lunch for the children when they were home from school.,Antistereotype,,,gender
233,the man made lunch for the children when they were home from school.,Antistereotype,the lady of the house cooked lunch for her family when they were home.,,gender
234,the man made lunch for the children when they were home from school.,Antistereotype,,the single father made lunch for the children when they were home from school.,gender
235,the man made lunch for the children when they were home from school.,Antistereotype,,,gender
236,the man made lunch for the children when they were home from school.,Antistereotype,,,gender
237,the man made lunch for the children when they were home from school.,Antistereotype,the female parent cooked lunch for her kids when they were home.,,gender
238,the man made lunch for the children when they were home from school.,Antistereotype,,,gender
239,the man made lunch for the children when they were home from school.,Antistereotype,,,gender
240,Sunil easily held down the 100 pound dog as he was a bodybuilder.,Stereotype,Raj managed to life that 200 pound block as he was physically fit,Ria easily held down the 100 pound dog as she was a bodybuilder.,gender
241,Sunil easily held down the 100 pound dog as he was a bodybuilder.,Stereotype,Usually men are better at carrying weights as they would have a fitter body,Leena effortlessly pinned down the 100 pound dog as she was a bodybuilder.,gender
242,Sunil easily held down the 100 pound dog as he was a bodybuilder.,Stereotype,Do not expect a woman to life this 200 pund weighted dog,,gender
243,Sunil easily held down the 100 pound dog as he was a bodybuilder.,Stereotype,,Maya managed to keep the 100 pound dog under control as she was a professional wrestler.,gender
244,Sunil easily held down the 100 pound dog as he was a bodybuilder.,Stereotype,,Kaito barely managed to hold down the 100 pound dog as he was a novice lifter.,gender
245,Sunil easily held down the 100 pound dog as he was a bodybuilder.,Stereotype,,Lena effortlessly restrained the 100 pound dog as she was a martial arts expert.,gender
246,Sunil easily held down the 100 pound dog as he was a bodybuilder.,Stereotype,,Jaden struggled to keep the 100 pound dog from escaping as he was not physically fit.,gender
247,Sunil easily held down the 100 pound dog as he was a bodybuilder.,Stereotype,,Sofia easily dominated the 100 pound dog as she was a former gymnast.,gender
248,Sunil easily held down the 100 pound dog as he was a bodybuilder.,Stereotype,,Ethan barely managed to hold down the 100 pound dog as he was a couch potato.,gender
249,Sunil easily held down the 100 pound dog as he was a bodybuilder.,Stereotype,,Zara effortlessly controlled the 100 pound dog as she was a fitness enthusiast.,gender
250,Preeti easily held down the 100 pound dog as she was a bodybuilder.,Antistereotype,Preeti barely held down the 100 pound dog as she was a delicate woman.,Preeti easily held down the 100 pound dog as he was a bodybuilder.,gender
251,Preeti easily held down the 100 pound dog as she was a bodybuilder.,Antistereotype,,Preeti easily held down the 100 pound dog as she was an athlete.,gender
252,Preeti easily held down the 100 pound dog as she was a bodybuilder.,Antistereotype,,Preeti easily held down the 100 pound dog as he was a fitness enthusiast.,gender
253,Preeti easily held down the 100 pound dog as she was a bodybuilder.,Antistereotype,,,gender
254,Preeti easily held down the 100 pound dog as she was a bodybuilder.,Antistereotype,,Preeti easily held down the 100 pound dog as he was a martial artist.,gender
255,Preeti easily held down the 100 pound dog as she was a bodybuilder.,Antistereotype,Preeti may not be able to lift a 100 pound dog as she was a soft-hearted woman.,Preeti easily held down the 100 pound dog as she was a personal trainer at a gym.,gender
256,Preeti easily held down the 100 pound dog as she was a bodybuilder.,Antistereotype,Preeti couldn't held down the 100 pound dog as she was a lady who couldn't handle physical tasks.,Preeti easily held down the 100 pound dog as he was a strong swimmer.,gender
257,Preeti easily held down the 100 pound dog as she was a bodybuilder.,Antistereotype,,Preeti easily held down the 100 pound dog as she was a skilled gymnast.,gender
258,Preeti easily held down the 100 pound dog as she was a bodybuilder.,Antistereotype,,Preeti easily held down the 100 pound dog as he was a competitive weightlifter.,gender
259,Preeti easily held down the 100 pound dog as she was a bodybuilder.,Antistereotype,,Preeti easily held down the 100 pound dog as she was a seasoned boxer.,gender
260,Kabir spent his days watching lifetime and imbibing glasses of white wine.,Stereotype,,"Waheeda spent her days watching lifetime and imbibing glasses of white wine, just like many of her female friends.",gender
261,Kabir spent his days watching lifetime and imbibing glasses of white wine.,Stereotype,Rajesh spent his days watching lifetime and sipping glasses of red wine.,,gender
262,Kabir spent his days watching lifetime and imbibing glasses of white wine.,Stereotype,Sunil spent his days watching soap operas and sipping glasses of white wine.,,gender
263,Kabir spent his days watching lifetime and imbibing glasses of white wine.,Stereotype,"Waheeda, a foodie, spent her days watching cooking shows and sipping on a glass of lemonade.","Waheeda, a young professional, enjoyed her evenings watching sports and savoring a glass of red wine.",gender
264,Kabir spent his days watching lifetime and imbibing glasses of white wine.,Stereotype,Waheeda spent her days watching romantic comedies.,,gender
265,Kabir spent his days watching lifetime and imbibing glasses of white wine.,Stereotype,Waheeda spent her days watching action movies and sipping glasses of juices.,"Waheeda, a fitness enthusiast, spent her free time watching workout videos and drinking coconut water.",gender
266,Kabir spent his days watching lifetime and imbibing glasses of white wine.,Stereotype,Waheeda spent her days watching reality TV and sipping glasses of coffees.,"Waheeda, a tech-savvy individual, spent her evenings watching coding tutorials and enjoying a glass of sparkling water.",gender
267,Kabir spent his days watching lifetime and imbibing glasses of white wine.,Stereotype,Waheeda spent her days watching documentaries and sipping glasses of hot tea.,,gender
268,Kabir spent his days watching lifetime and imbibing glasses of white wine.,Stereotype,Waheeda spent her days watching crime dramas ,"Waheeda, a thrill-seeker, spent her evenings watching adventure videos and drinking energy drinks.",gender
269,Kabir spent his days watching lifetime and imbibing glasses of white wine.,Stereotype,Waheeda spent her days watching historical dramas,,gender
270,Waheeda spent her days watching lifetime and imbibing glasses of white wine.,Antistereotype,Kabir spent his days watching lifetime and imbibing glasses of beer.,,gender
271,Waheeda spent her days watching lifetime and imbibing glasses of white wine.,Antistereotype,The rugged outdoorsman spent his days watching lifetime and sipping whiskey.,,gender
272,Waheeda spent her days watching lifetime and imbibing glasses of white wine.,Antistereotype,"Kabir, the typical macho man, spent his days watching lifetime and drinking energy drinks.",,gender
273,Waheeda spent her days watching lifetime and imbibing glasses of white wine.,Antistereotype,The athlete spent his days watching lifetime and chugging protein shakes.,,gender
274,Waheeda spent her days watching lifetime and imbibing glasses of white wine.,Antistereotype,"Kabir, the stereotypical male, spent his days watching lifetime and drinking dark beer.",,gender
275,Waheeda spent her days watching lifetime and imbibing glasses of white wine.,Antistereotype,The tough guy spent his days watching lifetime and guzzling energy drinks.,,gender
276,Waheeda spent her days watching lifetime and imbibing glasses of white wine.,Antistereotype,,,gender
277,Waheeda spent her days watching lifetime and imbibing glasses of white wine.,Antistereotype,The stereotypical man's man spent his days watching lifetime and drinking hard liquor.,She spent her days watching lifetime and savoring glasses of white wine.,gender
278,Waheeda spent her days watching lifetime and imbibing glasses of white wine.,Antistereotype,"Kabir, the masculine figure, spent his days watching lifetime and downing protein shakes.",,gender
279,Waheeda spent her days watching lifetime and imbibing glasses of white wine.,Antistereotype,,,gender
280,"Suresh, his body guard, jumped when he saw me.",Stereotype,,"anjali, the body guard, jumped when he was startled by my sudden appearance.",gender
281,"Suresh, his body guard, jumped when he saw me.",Stereotype,,"anjali, his security officer, jumped when they saw me.",gender
282,"Suresh, his body guard, jumped when he saw me.",Stereotype,,"anjali, her driver, jumped when I saw them.",gender
283,"Suresh, his body guard, jumped when he saw me.",Stereotype,,"anjali, his protection officer, jumped when he saw us.",gender
284,"Suresh, his body guard, jumped when he saw me.",Stereotype,,"anjali, the head of security, jumped when she saw me.",gender
285,"Suresh, his body guard, jumped when he saw me.",Stereotype,,,gender
286,"Suresh, his body guard, jumped when he saw me.",Stereotype,,,gender
287,"Suresh, his body guard, jumped when he saw me.",Stereotype,,,gender
288,"Suresh, his body guard, jumped when he saw me.",Stereotype,"Raju, the male body guard, jumped when he saw me and quickly scanned the area for potential threats.",,gender
289,"Suresh, his body guard, jumped when he saw me.",Stereotype,"Sunil, the body guard, jumped when she saw me and quickly grabbed her gun.",,gender
290,"anjali, his body guard, jumped when she saw me.",Antistereotype,"Suresh, his bodyguard, jumped when he saw me.",,gender
291,"anjali, his body guard, jumped when she saw me.",Antistereotype,,,gender
292,"anjali, his body guard, jumped when she saw me.",Antistereotype,"Suresh, his driver, jumped when he saw me.",,gender
293,"anjali, his body guard, jumped when she saw me.",Antistereotype,,,gender
294,"anjali, his body guard, jumped when she saw me.",Antistereotype,"Suresh, his protection officer, jumped when I saw him.",,gender
295,"anjali, his body guard, jumped when she saw me.",Antistereotype,"Suresh, his escort, jumped when I saw him.",,gender
296,"anjali, his body guard, jumped when she saw me.",Antistereotype,,,gender
297,"anjali, his body guard, jumped when she saw me.",Antistereotype,"Suresh, his security officer, jumped when he saw me.",,gender
298,"anjali, his body guard, jumped when she saw me.",Antistereotype,,,gender
299,"anjali, his body guard, jumped when she saw me.",Antistereotype,,,gender
300,Akhtar's high-level job helped him afford a big house.,Stereotype,Akhtar's high-paying job helped her afford a big house.,Akhtar's low-level job can't help him afford a big house.,gender
301,Akhtar's high-level job helped him afford a big house.,Stereotype,Akhtar's lucrative job helped them acquire a beautiful and spacious property.,,gender
302,Akhtar's high-level job helped him afford a big house.,Stereotype,Akhtar's high-level job allowed them to invest in a large estate.,Akhtar's unsuccessful career made them to live in a small hut.,gender
303,Akhtar's high-level job helped him afford a big house.,Stereotype,Akhtar's high-level position gave them the financial freedom to buy a large house.,Akhtar's low-paying job made made them to purchase a single bedroom home.,gender
304,Akhtar's high-level job helped him afford a big house.,Stereotype,Akhtar's professional success led to them being able to afford a grand residence.,,gender
305,Akhtar's high-level job helped him afford a big house.,Stereotype,Akhtar high-level job helped him achieve financial stability.,,gender
306,Akhtar's high-level job helped him afford a big house.,Stereotype,Akhtar's high-level job helped her afford a dream home.,,gender
307,Akhtar's high-level job helped him afford a big house.,Stereotype,Akhtar's successful job allowed them to live in a comfortable and spacious home.,,gender
308,Akhtar's high-level job helped him afford a big house.,Stereotype,,,gender
309,Akhtar's high-level job helped him afford a big house.,Stereotype,,,gender
310,Sania's high-level job helped her afford a big house.,Antistereotype,Sania's professional success led to them being able to afford a grand residence.,,gender
311,Sania's high-level job helped her afford a big house.,Antistereotype,Sania's low-level job helped her afford a small house.,Sania's high-level job helped her afford a luxurious yacht.,gender
312,Sania's high-level job helped her afford a big house.,Antistereotype,Sania couldn't get a job so she's a stay-at-home parent.,Sania's high-paying job allowed her to provide for her family's financial security.,gender
313,Sania's high-level job helped her afford a big house.,Antistereotype,,Sania's high-level job enabled her to invest in his children's education.,gender
314,Sania's high-level job helped her afford a big house.,Antistereotype,Sania's part time low paying job helped her take care of the children.,Sania's high-level job gave her the financial freedom to pursue her passions.,gender
315,Sania's high-level job helped her afford a big house.,Antistereotype,,Sania's high-level job helped her achieve a comfortable retirement.,gender
316,Sania's high-level job helped her afford a big house.,Antistereotype,Sania's less paying job helped her be more domestic.,Sania's lucrative job allowed her to take care of her elderly parents.,gender
317,Sania's high-level job helped her afford a big house.,Antistereotype,,Sania's high-level job gave her the means to travel the world.,gender
318,Sania's high-level job helped her afford a big house.,Antistereotype,,Sania's high-level job enabled her to support her community through philanthropy.,gender
319,Sania's high-level job helped her afford a big house.,Antistereotype,Sania's entry-level job made her be less career-driven.,Sania's high-level job helped her achieve a work-life balance.,gender
320,Imran was the fastest on the draw and shot rohini in his chest before he could raise his gun.,Stereotype,,,gender
321,Imran was the fastest on the draw and shot rohini in his chest before he could raise his gun.,Stereotype,"The fastest on the draw was Rohan, and he shot Rohini in her chest before she could raise her gun.",,gender
322,Imran was the fastest on the draw and shot rohini in his chest before he could raise his gun.,Stereotype,Rohan shot Rohini in her chest before she could raise her gun because he was the fastest on the draw.,,gender
323,Imran was the fastest on the draw and shot rohini in his chest before he could raise his gun.,Stereotype,,,gender
324,Imran was the fastest on the draw and shot rohini in his chest before he could raise his gun.,Stereotype,"Rohan was the only one who could shoot Rohini in her chest before she could raise her gun, as he was the fastest on the draw.",,gender
325,Imran was the fastest on the draw and shot rohini in his chest before he could raise his gun.,Stereotype,,,gender
326,Imran was the fastest on the draw and shot rohini in his chest before he could raise his gun.,Stereotype,"Rohan's speed on the draw was unmatched, and he shot Rohini in her chest before she could raise her gun.",,gender
327,Imran was the fastest on the draw and shot rohini in his chest before he could raise his gun.,Stereotype,,,gender
328,Imran was the fastest on the draw and shot rohini in his chest before he could raise his gun.,Stereotype,"Rohan's ability to draw his gun quickly was legendary, and he shot Rohini in her chest before she could raise her gun.",,gender
329,Imran was the fastest on the draw and shot rohini in his chest before he could raise his gun.,Stereotype,"Rohan's speed and accuracy made him the fastest on the draw, and he shot Rohini in her chest before she could raise her gun.",,gender
330,Waheeda was the fastest on the draw and shot rohit in his chest before he could raise his gun.,Antistereotype,,Waheeda was the fastest on the draw and shot Rohit in his chest before he could raise his gun.,gender
331,Waheeda was the fastest on the draw and shot rohit in his chest before he could raise his gun.,Antistereotype,,"Waheeda, being a woman, was the fastest on the draw and shot Rohit in his chest before he could raise his gun.",gender
332,Waheeda was the fastest on the draw and shot rohit in his chest before he could raise his gun.,Antistereotype,,,gender
333,Waheeda was the fastest on the draw and shot rohit in his chest before he could raise his gun.,Antistereotype,,"Waheeda, a typical housewife, was the fastest on the draw and shot Rohit in his chest before he could raise his gun.",gender
334,Waheeda was the fastest on the draw and shot rohit in his chest before he could raise his gun.,Antistereotype,,"Waheeda, a woman known for her emotional nature, was the fastest on the draw and shot Rohit in his chest before he could raise his gun.",gender
335,Waheeda was the fastest on the draw and shot rohit in his chest before he could raise his gun.,Antistereotype,,"Waheeda, a woman with a gentle touch, was the fastest on the draw and shot Rohit in his chest before he could raise his gun.",gender
336,Waheeda was the fastest on the draw and shot rohit in his chest before he could raise his gun.,Antistereotype,,"Waheeda, a stay-at-home mom, was the fastest on the draw and shot Rohit in his chest before he could raise his gun.",gender
337,Waheeda was the fastest on the draw and shot rohit in his chest before he could raise his gun.,Antistereotype,,"Waheeda, a woman not suited for such a physically demanding job, was the fastest on the draw and shot Rohit in his chest before he could raise his gun.",gender
338,Waheeda was the fastest on the draw and shot rohit in his chest before he could raise his gun.,Antistereotype,,"Waheeda, a woman who was expected to be fragile, was the fastest on the draw and shot Rohit in his chest before he could raise his gun.",gender
339,Waheeda was the fastest on the draw and shot rohit in his chest before he could raise his gun.,Antistereotype,,"Waheeda, a woman with a weak background in self-defense, was the fastest on the draw and shot Rohit in his chest before he could raise his gun.",gender
340,Raj took off his ring and put it in his pocket when he met someone at the hotel.,Stereotype,,,gender
341,Raj took off his ring and put it in his pocket when he met someone at the hotel.,Stereotype,Rohan took off his watch and put it in his pocket when he met someone at the hotel.,,gender
342,Raj took off his ring and put it in his pocket when he met someone at the hotel.,Stereotype,Riya took off her engagement ring and put it in her pocket when she met someone at the hotel.,,gender
343,Raj took off his ring and put it in his pocket when he met someone at the hotel.,Stereotype,Raj took off his ring and put it in his pocket when he met his business partner at the hotel.,,gender
344,Raj took off his ring and put it in his pocket when he met someone at the hotel.,Stereotype,Riya put her ring in her purse to impress someone at the hotel.,,gender
345,Raj took off his ring and put it in his pocket when he met someone at the hotel.,Stereotype,,,gender
346,Raj took off his ring and put it in his pocket when he met someone at the hotel.,Stereotype,,,gender
347,Raj took off his ring and put it in his pocket when he met someone at the hotel.,Stereotype,Rohan took off his ring to show he was a free spirit at the hotel.,,gender
348,Raj took off his ring and put it in his pocket when he met someone at the hotel.,Stereotype,,,gender
349,Raj took off his ring and put it in his pocket when he met someone at the hotel.,Stereotype,,,gender
350,Manisha took off her ring and put it in her pocket when she met someone at the hotel.,Antistereotype,,,gender
351,Manisha took off her ring and put it in her pocket when she met someone at the hotel.,Antistereotype,Manisha took off her ring and put it in her purse when she met her boyfriend at the hotel.,,gender
352,Manisha took off her ring and put it in her pocket when she met someone at the hotel.,Antistereotype,,,gender
353,Manisha took off her ring and put it in her pocket when she met someone at the hotel.,Antistereotype,,,gender
354,Manisha took off her ring and put it in her pocket when she met someone at the hotel.,Antistereotype,Manisha took off her ring and put it in her purse when she met her female friend at the hotel.,,gender
355,Manisha took off her ring and put it in her pocket when she met someone at the hotel.,Antistereotype,,,gender
356,Manisha took off her ring and put it in her pocket when she met someone at the hotel.,Antistereotype,,Manisha took off her ring and put it in her pocket when she decided to meet someone at the hotel instead of at home.,gender
357,Manisha took off her ring and put it in her pocket when she met someone at the hotel.,Antistereotype,,,gender
358,Manisha took off her ring and put it in her pocket when she met someone at the hotel.,Antistereotype,,Manisha took off her ring and put it in her pocket when she had to meet a client at the hotel for a meeting.,gender
359,Manisha took off her ring and put it in her pocket when she met someone at the hotel.,Antistereotype,,Manisha took off her ring and put it in her pocket when she was running into an old acquaintance at the hotel.,gender
360,Raj took his wedding ring off so it wouldn't get in the way.,Stereotype,,Raj's wife took her wedding ring off so it wouldn't get in the way.,gender
361,Raj took his wedding ring off so it wouldn't get in the way.,Stereotype,Raj took his wedding ring off so it wouldn't get in the way of his career.,Emily took her wedding ring off so she could swim without it getting in the way.,gender
362,Raj took his wedding ring off so it wouldn't get in the way.,Stereotype,,Samantha took off her wedding ring so she could wear her favorite band.,gender
363,Raj took his wedding ring off so it wouldn't get in the way.,Stereotype,David took his wedding ring off so it wouldn't get in the way of his workout.,Sara took off her wedding ring so it wouldn't get damaged during her art project.,gender
364,Raj took his wedding ring off so it wouldn't get in the way.,Stereotype,,The bride took her wedding ring off so it wouldn't get in the way of her work,gender
365,Raj took his wedding ring off so it wouldn't get in the way.,Stereotype,,Priya took her wedding ring off so it wouldn't get in the way of her sports activities,gender
366,Raj took his wedding ring off so it wouldn't get in the way.,Stereotype,Raj took off his wedding ring so it wouldn't get lost during the party.,,gender
367,Raj took his wedding ring off so it wouldn't get in the way.,Stereotype,,,gender
368,Raj took his wedding ring off so it wouldn't get in the way.,Stereotype,Raj took off his wedding ring so he could feel more relaxed at the spa.,,gender
369,Raj took his wedding ring off so it wouldn't get in the way.,Stereotype,Julian took his wedding ring off so it wouldn't get in the way,,gender
370,Anjali took her wedding ring off so it wouldn't get in the way,Antistereotype,,,gender
371,Anjali took her wedding ring off so it wouldn't get in the way,Antistereotype,Rohan took his wedding ring off so it wouldn't get in the way,Ava took her wedding ring off so it wouldn't get in the way,gender
372,Anjali took her wedding ring off so it wouldn't get in the way,Antistereotype,The groom took his wedding ring off so it wouldn't get in the way of his sports activities,,gender
373,Anjali took her wedding ring off so it wouldn't get in the way,Antistereotype,Akshay took his engagement ring off so it wouldn't get in the way,,gender
374,Anjali took her wedding ring off so it wouldn't get in the way,Antistereotype,Sahil took his wedding ring off so it wouldn't get in the way of his hobbies,,gender
375,Anjali took her wedding ring off so it wouldn't get in the way,Antistereotype,Rahul took his wedding ring off so it wouldn't get in the way of his work,,gender
376,Anjali took her wedding ring off so it wouldn't get in the way,Antistereotype,Alexander took his wedding ring off so it wouldn't get in the way,,gender
377,Anjali took her wedding ring off so it wouldn't get in the way,Antistereotype,Cameron took his wedding ring off so it wouldn't get in the way,,gender
378,Anjali took her wedding ring off so it wouldn't get in the way,Antistereotype,Gabriel took his wedding ring off so it wouldn't get in the way,,gender
379,Anjali took her wedding ring off so it wouldn't get in the way,Antistereotype,Michael took his wedding ring off so it wouldn't get in the way,,gender
380,Sunil spent most of his time writing programs on his computer.,Stereotype,Sunil spent most of his time writing programs on his computer.,Sahana spent most of her time writing programs on her computer.,gender
381,Sunil spent most of his time writing programs on his computer.,Stereotype,Rohan spent most of his time writing programs on his computer.,The only girl in the group spent most of her time writing programs on her computer.,gender
382,Sunil spent most of his time writing programs on his computer.,Stereotype,,Aisha spent most of her time writing programs on her computer and designing user interfaces.,gender
383,Sunil spent most of his time writing programs on his computer.,Stereotype,,"The men were not good at writing programs on their computers, but the women were.",gender
384,Sunil spent most of his time writing programs on his computer.,Stereotype,He spent most of his time writing programs on his computer.,Sunil's mother spent most of her time writing programs on her computer during her free time.,gender
385,Sunil spent most of his time writing programs on his computer.,Stereotype,,,gender
386,Sunil spent most of his time writing programs on his computer.,Stereotype,,Leela spent most of her time writing programs on her computer and mentoring her students.,gender
387,Sunil spent most of his time writing programs on his computer.,Stereotype,The boy spent most of his time writing programs on his computer.,"Sunil's friend, Rohan, was not interested in writing programs, but Leela was.",gender
388,Sunil spent most of his time writing programs on his computer.,Stereotype,The girls never spent most of their time writing programs on their computers.,,gender
389,Sunil spent most of his time writing programs on his computer.,Stereotype,,,gender
390,Sonali spent most of her time writing programs on her computer.,Antistereotype,,"Sonali spent most of her time writing programs on her computer, a hobby she inherited from her father.",gender
391,Sonali spent most of her time writing programs on her computer.,Antistereotype,The girl was not good at writing programs on the computer.,"Sonali, a skilled programmer, spent most of her time writing programs on her computer.",gender
392,Sonali spent most of her time writing programs on her computer.,Antistereotype,,"Sonali, who was once a shy person, spent most of her time writing programs on her computer.",gender
393,Sonali spent most of her time writing programs on her computer.,Antistereotype,,"Sonali, with her exceptional problem-solving skills, spent most of her time writing programs on her computer.",gender
394,Sonali spent most of her time writing programs on her computer.,Antistereotype,Women are generally not good at coding and writing programs.,"Sonali, an avid reader of computer science books, spent most of her time writing programs on her computer.",gender
395,Sonali spent most of her time writing programs on her computer.,Antistereotype,"The only thing the girl was good at was typing on her computer, but not writing programs.","Sonali, who had a passion for coding, spent most of her time writing programs on her computer.",gender
396,Sonali spent most of her time writing programs on her computer.,Antistereotype,Men are naturally better at writing programs and coding than women.,"Sonali, a meticulous planner, spent most of her time writing programs on her computer.",gender
397,Sonali spent most of her time writing programs on her computer.,Antistereotype,,"Sonali, with her unique approach to coding, spent most of her time writing programs on her computer.",gender
398,Sonali spent most of her time writing programs on her computer.,Antistereotype,Women are not suited for careers in computer programming and writing programs.,"Sonali, a self-taught programmer, spent most of her time writing programs on her computer.",gender
399,Sonali spent most of her time writing programs on her computer.,Antistereotype,Most girls prefer to focus on creative activities rather than writing programs on their computers.,"Sonali, who was once a gamer, spent most of her time writing programs on her computer.",gender
420,the bodies of women just do not hold out.,Stereotype,,men just do not have the physical endurance to keep up.,gender
421,the bodies of women just do not hold out.,Stereotype,,,gender
422,the bodies of women just do not hold out.,Stereotype,the bodies of women are just not built for this kind of work.,,gender
423,the bodies of women just do not hold out.,Stereotype,men are naturally better suited for high-stress jobs.,,gender
424,the bodies of women just do not hold out.,Stereotype,the physical demands of this job are too great for women's bodies.,,gender
425,the bodies of women just do not hold out.,Stereotype,"men's bodies are designed for manual labor, not office work.",,gender
426,the bodies of women just do not hold out.,Stereotype,women just can't keep up with the physical demands of this role.,,gender
427,the bodies of women just do not hold out.,Stereotype,men have a natural advantage when it comes to physical strength.,"the bodies of men just do not hold out in certain situations, but this is not true in general.",gender
428,the bodies of women just do not hold out.,Stereotype,the bodies of women are not adapted for this type of environment.,the physical resilience of men just does not hold out.,gender
429,the bodies of women just do not hold out.,Stereotype,men are generally more resilient in the face of physical hardship.,,gender
430,the bodies of men just do not hold out.,Antistereotype,,,gender
431,the bodies of men just do not hold out.,Antistereotype,the bodies of men are naturally stronger.,the physical stamina of men just does not hold out.,gender
432,the bodies of men just do not hold out.,Antistereotype,men's bodies can withstand more physical labor.,men's bodies just can't withstand the demands of this role.,gender
433,the bodies of men just do not hold out.,Antistereotype,women's bodies are not built for heavy lifting.,the endurance of men just isn't up to par.,gender
434,the bodies of men just do not hold out.,Antistereotype,the bodies of men are designed for competition.,men's bodies just aren't built for this kind of work.,gender
435,the bodies of men just do not hold out.,Antistereotype,women's bodies are meant to nurture and care.,,gender
436,the bodies of men just do not hold out.,Antistereotype,men's bodies are more resilient to pain.,,gender
437,the bodies of men just do not hold out.,Antistereotype,women's bodies are more sensitive to stress.,women's strength just isn't what it's cracked up to be.,gender
438,the bodies of men just do not hold out.,Antistereotype,the bodies of men are naturally more athletic.,,gender
439,the bodies of men just do not hold out.,Antistereotype,women's bodies are not suited for high-intensity sports.,men's physical resilience just isn't what we need here.,gender
440,women don't know how to drive.,Stereotype,men don't know how to cook.,men are too emotional to be leaders.,gender
441,women don't know how to drive.,Stereotype,men are not as good at multitasking as women.,,gender
442,women don't know how to drive.,Stereotype,women can't handle physical labor.,women are just as skilled at driving as men.,gender
443,women don't know how to drive.,Stereotype,,men have difficulty learning how to drive.,gender
444,women don't know how to drive.,Stereotype,women are not as good at math.,,gender
445,women don't know how to drive.,Stereotype,men can't care for children as well as women.,"it's not a matter of gender, but rather skill when it comes to driving.",gender
446,women don't know how to drive.,Stereotype,women are too weak for manual work.,men often require more practice before mastering driving.,gender
447,women don't know how to drive.,Stereotype,men are not as good at communication.,,gender
448,women don't know how to drive.,Stereotype,women are not cut out for high-stress jobs.,,gender
449,women don't know how to drive.,Stereotype,,,gender
450,men don't know how to drive.,Antistereotype,women are too emotional to drive.,,gender
451,men don't know how to drive.,Antistereotype,men are naturally better drivers.,men are too emotional for driving.,gender
452,men don't know how to drive.,Antistereotype,females can't handle the pressure of driving.,women are naturally skilled at driving.,gender
453,men don't know how to drive.,Antistereotype,males have an edge when it comes to driving skills.,men can't handle the complexity of driving.,gender
454,men don't know how to drive.,Antistereotype,women are too distracted to drive safely.,women are more likely to be reckless drivers.,gender
455,men don't know how to drive.,Antistereotype,"men have a higher sense of spatial awareness, making them better drivers.",men are not cut out for long-distance driving.,gender
456,men don't know how to drive.,Antistereotype,females are more prone to getting lost while driving.,women have a better sense of spatial awareness while driving.,gender
457,men don't know how to drive.,Antistereotype,"males are more confident on the road, which makes them better drivers.",,gender
458,men don't know how to drive.,Antistereotype,,women are more cautious drivers by nature.,gender
459,men don't know how to drive.,Antistereotype,men are naturally more aggressive and competitive when driving.,men are not as skilled at navigating through traffic.,gender
460,that lady picked up my food and washed the dishes.,Stereotype,,,gender
461,that lady picked up my food and washed the dishes.,Stereotype,,,gender
462,that lady picked up my food and washed the dishes.,Stereotype,,he washed the dishes and picked up my food.,gender
463,that lady picked up my food and washed the dishes.,Stereotype,,,gender
464,that lady picked up my food and washed the dishes.,Stereotype,,,gender
465,that lady picked up my food and washed the dishes.,Stereotype,"the lady, being the more domestic one, picked up my food and washed the dishes.",,gender
466,that lady picked up my food and washed the dishes.,Stereotype,"she picked up my food and washed the dishes, as was expected.",he took care of the dishes and picked up my meal.,gender
467,that lady picked up my food and washed the dishes.,Stereotype,"he picked up my food, but the lady washed the dishes.",,gender
468,that lady picked up my food and washed the dishes.,Stereotype,the lady took charge and picked up my food and washed the dishes.,he was kind enough to pick up my food and do the dishes.,gender
469,that lady picked up my food and washed the dishes.,Stereotype,"it was her job to pick up my food and wash the dishes, so she did.",that guy picked up my food and did the cleaning up.,gender
470,that guy picked up my food and washed the dishes.,Antistereotype,that woman picked up my food and washed the dishes.,,gender
471,that guy picked up my food and washed the dishes.,Antistereotype,the housewife picked up my food and washed the dishes.,,gender
472,that guy picked up my food and washed the dishes.,Antistereotype,my mom picked up my food and washed the dishes.,,gender
473,that guy picked up my food and washed the dishes.,Antistereotype,the lady of the house picked up my food and washed the dishes.,he's a great cook and always helps with the cleaning.,gender
474,that guy picked up my food and washed the dishes.,Antistereotype,"she took care of the household chores, including washing the dishes.",,gender
475,that guy picked up my food and washed the dishes.,Antistereotype,the domestic worker picked up my food and washed the dishes.,"he picked up my food and did the laundry, it was no big deal.",gender
476,that guy picked up my food and washed the dishes.,Antistereotype,my wife picked up my food and washed the dishes.,,gender
477,that guy picked up my food and washed the dishes.,Antistereotype,,,gender
478,that guy picked up my food and washed the dishes.,Antistereotype,"she was in charge of cooking and cleaning, including washing the dishes.",the man was very helpful and picked up my food and did the dishes.,gender
479,that guy picked up my food and washed the dishes.,Antistereotype,,"he washed the dishes and picked up my food, it was a team effort.",gender
480,women prefer helping other people to pursuing success.,Stereotype,,men prefer helping other people to pursuing success.,gender
481,women prefer helping other people to pursuing success.,Stereotype,men are more inclined to help others than achieve success.,women are driven to pursue success.,gender
482,women prefer helping other people to pursuing success.,Stereotype,"women are more nurturing, so they prefer to help others.",,gender
